Pair,Causal_Relation_1,Conclusion_1,Causal_Relation_2,Conclusion_2,Classification,X,Y,Z
922,An increase in foam density directly leads to more cushion firmness during movie trailers.,Yes,An increase in foam density leads to more movie trailers and an increase in movie trailers leads to more cushion firmness.,No,O_A,foam density,movie trailers,cushion firmness
923,An increase in glass tint directly leads to more glare reduction during snow flurries.,Yes,An increase in glass tint leads to more snow flurries and an increase in snow flurries leads to more glare reduction.,No,O_A,glass tint,snow flurries,glare reduction
924,An increase in wire gauge directly leads to more current limit during dawn traffic.,Yes,An increase in wire gauge leads to more dawn traffic and an increase in dawn traffic leads to more current limit.,No,O_A,wire gauge,dawn traffic,current limit
925,An increase in grill heat directly leads to more crust browning during picnic games.,Yes,An increase in grill heat leads to more picnic games and an increase in picnic games leads to more crust browning.,No,O_A,grill heat,picnic games,crust browning
926,An increase in bolt torque directly leads to more joint tightness during festival rehearsals.,Yes,An increase in bolt torque leads to more festival rehearsals and an increase in festival rehearsals leads to more joint tightness.,No,O_A,bolt torque,festival rehearsals,joint tightness
927,An increase in lamp height directly leads to more shadow length during cafeteria lunches.,Yes,An increase in lamp height leads to more cafeteria lunches and an increase in cafeteria lunches leads to more shadow length.,No,O_A,lamp height,cafeteria lunches,shadow length
928,An increase in air moisture directly leads to more paper curling during museum queues.,Yes,An increase in air moisture leads to more museum queues and an increase in museum queues leads to more paper curling.,No,O_A,air moisture,museum queues,paper curling
929,An increase in carbonation level directly leads to more fizz strength during study groups.,Yes,An increase in carbonation level leads to more study groups and an increase in study groups leads to more fizz strength.,No,O_A,carbonation level,study groups,fizz strength
930,An increase in wheel alignment directly leads to more steer drift during office commutes.,Yes,An increase in wheel alignment leads to more office commutes and an increase in office commutes leads to more steer drift.,No,O_A,wheel alignment,office commutes,steer drift
931,An increase in ink saturation directly leads to more print boldness during passport checks.,Yes,An increase in ink saturation leads to more passport checks and an increase in passport checks leads to more print boldness.,No,O_A,ink saturation,passport checks,print boldness
932,An increase in foam thickness directly leads to more cushion firmness during camp reunions.,Yes,An increase in foam thickness leads to more camp reunions and an increase in camp reunions leads to more cushion firmness.,No,O_A,foam thickness,camp reunions,cushion firmness
933,An increase in aperture size directly leads to more depth blur during mall visits.,Yes,An increase in aperture size leads to more mall visits and an increase in mall visits leads to more depth blur.,No,O_A,aperture size,mall visits,depth blur
934,An increase in chlorine dose directly leads to more pool odor during seminar breaks.,Yes,An increase in chlorine dose leads to more seminar breaks and an increase in seminar breaks leads to more pool odor.,No,O_A,chlorine dose,seminar breaks,pool odor
935,An increase in crystal size directly leads to more grain texture during bus arrivals.,Yes,An increase in crystal size leads to more bus arrivals and an increase in bus arrivals leads to more grain texture.,No,O_A,crystal size,bus arrivals,grain texture
936,An increase in cotton ratio directly leads to more fabric softness during train commutes.,Yes,An increase in cotton ratio leads to more train commutes and an increase in train commutes leads to more fabric softness.,No,O_A,cotton ratio,train commutes,fabric softness
937,An increase in gas flow directly leads to more flame height during alumni mixers.,Yes,An increase in gas flow leads to more alumni mixers and an increase in alumni mixers leads to more flame height.,No,O_A,gas flow,alumni mixers,flame height
938,An increase in sprayer tilt directly leads to more spray arc during garden picnics.,Yes,An increase in sprayer tilt leads to more garden picnics and an increase in garden picnics leads to more spray arc.,No,O_A,sprayer tilt,garden picnics,spray arc
939,An increase in exposure time directly leads to more motion blur during theater matinees.,Yes,An increase in exposure time leads to more theater matinees and an increase in theater matinees leads to more motion blur.,No,O_A,exposure time,theater matinees,motion blur
940,An increase in mirror polish directly leads to more reflection clarity during choir gatherings.,Yes,An increase in mirror polish leads to more choir gatherings and an increase in choir gatherings leads to more reflection clarity.,No,O_A,mirror polish,choir gatherings,reflection clarity
941,An increase in spring length directly leads to more stretch range during lecture pauses.,Yes,An increase in spring length leads to more lecture pauses and an increase in lecture pauses leads to more stretch range.,No,O_A,spring length,lecture pauses,stretch range
942,An increase in gear ratio directly leads to more engine speed during ferry crossings.,Yes,An increase in gear ratio leads to more ferry crossings and an increase in ferry crossings leads to more engine speed.,No,O_A,gear ratio,ferry crossings,engine speed
